# data/reports/report-Feb-12-2015-13h13.txt
Generating reports for data/histories/generated/small/**/*.log
------------------------------------------------------------------------------
            data/histories/generated/small/**/*.log (timeout 10s)             
------------------------------------------------------------------------------
history                 | algorithm     | steps | concurrency | time       | v
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.24.log   | Enumerate+C   | 17    | 1.6 ± 0.5   | 1.2285s    | √
ScalObject-bkq.24.log   | Counting(4)   | 17    | 1.6 ± 0.5   | 0.2923s    | √
ScalObject-bkq.24.log   | Counting(4)+R | 17    | 1.6 ± 0.5   | 0.1753s    | √
ScalObject-bkq.24.log   | Counting(2)   | 20    | 1.5 ± 0.5   | 0.8023s    | -
ScalObject-bkq.24.log   | Counting(2)+R | 20    | 1.5 ± 0.5   | 0.2739s    | -
ScalObject-bkq.24.log   | Counting(0)   | 20    | 1.5 ± 0.5   | 1.0089s    | -
ScalObject-bkq.24.log   | Counting(0)+R | 20    | 1.5 ± 0.5   | 0.319s     | -
ScalObject-bkq.24.log   | Symbolic      | 17    | 1.6 ± 0.5   | 0.1656s    | √
ScalObject-bkq.24.log   | Symbolic+R    | 17    | 1.6 ± 0.5   | 0.0537s    | √
ScalObject-bkq.24.log   | Saturate      | 18    | 1.6 ± 0.5   | 0.0048s    | √
ScalObject-bkq.24.log   | Saturate+R    | 18    | 1.6 ± 0.5   | 0.0057s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.25.log   | Enumerate+C   | 16    | 1.5 ± 0.5   | 0.4156s    | √
ScalObject-bkq.25.log   | Counting(4)   | 16    | 1.5 ± 0.5   | 0.3024s    | √
ScalObject-bkq.25.log   | Counting(4)+R | 16    | 1.5 ± 0.5   | 0.1964s    | √
ScalObject-bkq.25.log   | Counting(2)   | 20    | 1.5 ± 0.5   | 0.867s     | -
ScalObject-bkq.25.log   | Counting(2)+R | 20    | 1.5 ± 0.5   | 0.2979s    | -
ScalObject-bkq.25.log   | Counting(0)   | 20    | 1.5 ± 0.5   | 1.6268s    | -
ScalObject-bkq.25.log   | Counting(0)+R | 20    | 1.5 ± 0.5   | 0.3176s    | -
ScalObject-bkq.25.log   | Symbolic      | 16    | 1.5 ± 0.5   | 0.1687s    | √
ScalObject-bkq.25.log   | Symbolic+R    | 16    | 1.5 ± 0.5   | 0.0925s    | √
ScalObject-bkq.25.log   | Saturate      | 16    | 1.5 ± 0.5   | 0.0054s    | √
ScalObject-bkq.25.log   | Saturate+R    | 16    | 1.5 ± 0.5   | 0.0049s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.26.log   | Enumerate+C   | 14    | 1.0 ± 0.0   | 0.159s     | √
ScalObject-bkq.26.log   | Counting(4)   | 14    | 1.0 ± 0.0   | 0.1677s    | √
ScalObject-bkq.26.log   | Counting(4)+R | 14    | 1.0 ± 0.0   | 0.1251s    | √
ScalObject-bkq.26.log   | Counting(2)   | 20    | 1.2 ± 0.4   | 0.9464s    | -
ScalObject-bkq.26.log   | Counting(2)+R | 20    | 1.2 ± 0.4   | 0.3789s    | -
ScalObject-bkq.26.log   | Counting(0)   | 20    | 1.2 ± 0.4   | 1.1075s    | -
ScalObject-bkq.26.log   | Counting(0)+R | 20    | 1.2 ± 0.4   | 0.3829s    | -
ScalObject-bkq.26.log   | Symbolic      | 14    | 1.0 ± 0.0   | 0.0587s    | √
ScalObject-bkq.26.log   | Symbolic+R    | 14    | 1.0 ± 0.0   | 0.037s     | √
ScalObject-bkq.26.log   | Saturate      | 14    | 1.0 ± 0.0   | 0.0059s    | √
ScalObject-bkq.26.log   | Saturate+R    | 14    | 1.0 ± 0.0   | 0.0044s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.27.log   | Enumerate+C   | 8     | 1.0 ± 0.0   | 0.0676s    | √
ScalObject-bkq.27.log   | Counting(4)   | 8     | 1.0 ± 0.0   | 0.072s     | √
ScalObject-bkq.27.log   | Counting(4)+R | 8     | 1.0 ± 0.0   | 0.0755s    | √
ScalObject-bkq.27.log   | Counting(2)   | 20    | 1.1 ± 0.3   | 0.8665s    | -
ScalObject-bkq.27.log   | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.1885s    | -
ScalObject-bkq.27.log   | Counting(0)   | 20    | 1.1 ± 0.3   | 1.0251s    | -
ScalObject-bkq.27.log   | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.2156s    | -
ScalObject-bkq.27.log   | Symbolic      | 8     | 1.0 ± 0.0   | 0.0157s    | √
ScalObject-bkq.27.log   | Symbolic+R    | 8     | 1.0 ± 0.0   | 0.0161s    | √
ScalObject-bkq.27.log   | Saturate      | 8     | 1.0 ± 0.0   | 0.003s     | √
ScalObject-bkq.27.log   | Saturate+R    | 8     | 1.0 ± 0.0   | 0.0037s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.28.log   | Enumerate+C   | 20    | 2.0 ± 0.9   | 0.3448s    | -
ScalObject-bkq.28.log   | Counting(4)   | 20    | 2.0 ± 0.9   | 0.7916s    | -
ScalObject-bkq.28.log   | Counting(4)+R | 20    | 2.0 ± 0.9   | 0.3554s    | -
ScalObject-bkq.28.log   | Counting(2)   | 20    | 2.0 ± 0.9   | 1.0974s    | -
ScalObject-bkq.28.log   | Counting(2)+R | 20    | 2.0 ± 0.9   | 0.3942s    | -
ScalObject-bkq.28.log   | Counting(0)   | 20    | 2.0 ± 0.9   | 1.4225s    | -
ScalObject-bkq.28.log   | Counting(0)+R | 20    | 2.0 ± 0.9   | 0.4584s    | -
ScalObject-bkq.28.log   | Symbolic      | 20    | 2.0 ± 0.9   | 0.4084s    | -
ScalObject-bkq.28.log   | Symbolic+R    | 20    | 2.0 ± 0.9   | 0.193s     | -
ScalObject-bkq.28.log   | Saturate      | 20    | 2.0 ± 0.9   | 0.0048s    | -
ScalObject-bkq.28.log   | Saturate+R    | 20    | 2.0 ± 0.9   | 0.0047s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.29.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3273s    | -
ScalObject-bkq.29.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.5733s    | -
ScalObject-bkq.29.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1858s    | -
ScalObject-bkq.29.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.7845s    | -
ScalObject-bkq.29.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.2016s    | -
ScalObject-bkq.29.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 0.9732s    | -
ScalObject-bkq.29.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.2249s    | -
ScalObject-bkq.29.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1732s    | -
ScalObject-bkq.29.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0532s    | -
ScalObject-bkq.29.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.0057s    | -
ScalObject-bkq.29.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0045s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.30.log   | Enumerate+C   | 6     | 1.0 ± 0.0   | 0.0477s    | √
ScalObject-bkq.30.log   | Counting(4)   | 6     | 1.0 ± 0.0   | 0.0475s    | √
ScalObject-bkq.30.log   | Counting(4)+R | 6     | 1.0 ± 0.0   | 0.0491s    | √
ScalObject-bkq.30.log   | Counting(2)   | 6     | 1.0 ± 0.0   | 0.0546s    | √
ScalObject-bkq.30.log   | Counting(2)+R | 6     | 1.0 ± 0.0   | 0.0497s    | √
ScalObject-bkq.30.log   | Counting(0)   | 20    | 1.6 ± 1.0   | 1.103s     | -
ScalObject-bkq.30.log   | Counting(0)+R | 20    | 1.6 ± 1.0   | 0.7102s    | -
ScalObject-bkq.30.log   | Symbolic      | 6     | 1.0 ± 0.0   | 0.0117s    | √
ScalObject-bkq.30.log   | Symbolic+R    | 6     | 1.0 ± 0.0   | 0.012s     | √
ScalObject-bkq.30.log   | Saturate      | 6     | 1.0 ± 0.0   | 0.0029s    | √
ScalObject-bkq.30.log   | Saturate+R    | 6     | 1.0 ± 0.0   | 0.0033s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.31.log   | Enumerate+C   | 20    | 1.7 ± 0.7   | 0.3854s    | -
ScalObject-bkq.31.log   | Counting(4)   | 20    | 1.7 ± 0.7   | 0.7297s    | -
ScalObject-bkq.31.log   | Counting(4)+R | 20    | 1.7 ± 0.7   | 0.2524s    | -
ScalObject-bkq.31.log   | Counting(2)   | 20    | 1.7 ± 0.7   | 0.8953s    | -
ScalObject-bkq.31.log   | Counting(2)+R | 20    | 1.7 ± 0.7   | 0.2497s    | -
ScalObject-bkq.31.log   | Counting(0)   | 20    | 1.7 ± 0.7   | 1.0964s    | -
ScalObject-bkq.31.log   | Counting(0)+R | 20    | 1.7 ± 0.7   | 0.275s     | -
ScalObject-bkq.31.log   | Symbolic      | 20    | 1.7 ± 0.7   | 0.4492s    | -
ScalObject-bkq.31.log   | Symbolic+R    | 20    | 1.7 ± 0.7   | 0.0999s    | -
ScalObject-bkq.31.log   | Saturate      | 20    | 1.7 ± 0.7   | 0.0044s    | -
ScalObject-bkq.31.log   | Saturate+R    | 20    | 1.7 ± 0.7   | 0.0048s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.32.log   | Enumerate+C   | 20    | 1.7 ± 0.5   | 1.0098s    | -
ScalObject-bkq.32.log   | Counting(4)   | 20    | 1.7 ± 0.5   | 0.7852s    | -
ScalObject-bkq.32.log   | Counting(4)+R | 20    | 1.7 ± 0.5   | 0.7947s    | -
ScalObject-bkq.32.log   | Counting(2)   | 20    | 1.7 ± 0.5   | 0.8921s    | -
ScalObject-bkq.32.log   | Counting(2)+R | 20    | 1.7 ± 0.5   | 0.898s     | -
ScalObject-bkq.32.log   | Counting(0)   | 20    | 1.7 ± 0.5   | 1.3274s    | -
ScalObject-bkq.32.log   | Counting(0)+R | 20    | 1.7 ± 0.5   | 1.3595s    | -
ScalObject-bkq.32.log   | Symbolic      | 20    | 1.7 ± 0.5   | 0.4858s    | -
ScalObject-bkq.32.log   | Symbolic+R    | 20    | 1.7 ± 0.5   | 0.4836s    | -
ScalObject-bkq.32.log   | Saturate      | 20    | 1.7 ± 0.5   | 0.007s     | -
ScalObject-bkq.32.log   | Saturate+R    | 20    | 1.7 ± 0.5   | 0.0064s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.33.log   | Enumerate+C   | 20    | 1.7 ± 0.5   | 0.8407s    | -
ScalObject-bkq.33.log   | Counting(4)   | 20    | 1.7 ± 0.5   | 0.7834s    | -
ScalObject-bkq.33.log   | Counting(4)+R | 20    | 1.7 ± 0.5   | 0.3125s    | -
ScalObject-bkq.33.log   | Counting(2)   | 20    | 1.7 ± 0.5   | 0.9608s    | -
ScalObject-bkq.33.log   | Counting(2)+R | 20    | 1.7 ± 0.5   | 0.3131s    | -
ScalObject-bkq.33.log   | Counting(0)   | 20    | 1.7 ± 0.5   | 1.2828s    | -
ScalObject-bkq.33.log   | Counting(0)+R | 20    | 1.7 ± 0.5   | 0.3334s    | -
ScalObject-bkq.33.log   | Symbolic      | 20    | 1.7 ± 0.5   | 0.4393s    | -
ScalObject-bkq.33.log   | Symbolic+R    | 20    | 1.7 ± 0.5   | 0.1405s    | -
ScalObject-bkq.33.log   | Saturate      | 20    | 1.7 ± 0.5   | 0.005s     | -
ScalObject-bkq.33.log   | Saturate+R    | 20    | 1.7 ± 0.5   | 0.0054s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.34.log   | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.8131s    | √
ScalObject-bkq.34.log   | Counting(4)   | 20    | 1.4 ± 0.5   | 0.5465s    | √
ScalObject-bkq.34.log   | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.2093s    | √
ScalObject-bkq.34.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.6674s    | √
ScalObject-bkq.34.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.2285s    | √
ScalObject-bkq.34.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 1.0342s    | -
ScalObject-bkq.34.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.276s     | -
ScalObject-bkq.34.log   | Symbolic      | 20    | 1.4 ± 0.5   | 0.2966s    | √
ScalObject-bkq.34.log   | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.0715s    | √
ScalObject-bkq.34.log   | Saturate      | 20    | 1.4 ± 0.5   | 0.0058s    | √
ScalObject-bkq.34.log   | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0052s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.35.log   | Enumerate+C   | 16    | 1.1 ± 0.3   | 0.2243s    | √
ScalObject-bkq.35.log   | Counting(4)   | 16    | 1.1 ± 0.3   | 0.2355s    | √
ScalObject-bkq.35.log   | Counting(4)+R | 16    | 1.1 ± 0.3   | 0.1361s    | √
ScalObject-bkq.35.log   | Counting(2)   | 16    | 1.1 ± 0.3   | 0.3014s    | √
ScalObject-bkq.35.log   | Counting(2)+R | 16    | 1.1 ± 0.3   | 0.1328s    | √
ScalObject-bkq.35.log   | Counting(0)   | 20    | 1.1 ± 0.3   | 1.3024s    | -
ScalObject-bkq.35.log   | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.2078s    | -
ScalObject-bkq.35.log   | Symbolic      | 16    | 1.1 ± 0.3   | 0.1058s    | √
ScalObject-bkq.35.log   | Symbolic+R    | 16    | 1.1 ± 0.3   | 0.0296s    | √
ScalObject-bkq.35.log   | Saturate      | 16    | 1.1 ± 0.3   | 0.0042s    | √
ScalObject-bkq.35.log   | Saturate+R    | 16    | 1.1 ± 0.3   | 0.0037s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.36.log   | Enumerate+C   | 20    | 1.5 ± 0.5   | 0.3177s    | -
ScalObject-bkq.36.log   | Counting(4)   | 20    | 1.5 ± 0.5   | 0.846s     | -
ScalObject-bkq.36.log   | Counting(4)+R | 20    | 1.5 ± 0.5   | 0.3994s    | -
ScalObject-bkq.36.log   | Counting(2)   | 20    | 1.5 ± 0.5   | 1.1301s    | -
ScalObject-bkq.36.log   | Counting(2)+R | 20    | 1.5 ± 0.5   | 0.5564s    | -
ScalObject-bkq.36.log   | Counting(0)   | 20    | 1.5 ± 0.5   | 0.9098s    | -
ScalObject-bkq.36.log   | Counting(0)+R | 20    | 1.5 ± 0.5   | 0.5369s    | -
ScalObject-bkq.36.log   | Symbolic      | 20    | 1.5 ± 0.5   | 0.3056s    | -
ScalObject-bkq.36.log   | Symbolic+R    | 20    | 1.5 ± 0.5   | 0.1915s    | -
ScalObject-bkq.36.log   | Saturate      | 20    | 1.5 ± 0.5   | 0.007s     | -
ScalObject-bkq.36.log   | Saturate+R    | 20    | 1.5 ± 0.5   | 0.0056s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.37.log   | Enumerate+C   | 10    | 2.2 ± 1.4   | 0.0592s    | -
ScalObject-bkq.37.log   | Counting(4)   | 10    | 2.2 ± 1.4   | 0.0739s    | -
ScalObject-bkq.37.log   | Counting(4)+R | 10    | 2.2 ± 1.4   | 0.0717s    | -
ScalObject-bkq.37.log   | Counting(2)   | 10    | 2.2 ± 1.4   | 0.0728s    | -
ScalObject-bkq.37.log   | Counting(2)+R | 10    | 2.2 ± 1.4   | 0.0782s    | -
ScalObject-bkq.37.log   | Counting(0)   | 10    | 2.2 ± 1.4   | 0.0823s    | -
ScalObject-bkq.37.log   | Counting(0)+R | 10    | 2.2 ± 1.4   | 0.0843s    | -
ScalObject-bkq.37.log   | Symbolic      | 10    | 2.2 ± 1.4   | 0.0231s    | -
ScalObject-bkq.37.log   | Symbolic+R    | 10    | 2.2 ± 1.4   | 0.021s     | -
ScalObject-bkq.37.log   | Saturate      | 10    | 2.2 ± 1.4   | 0.0029s    | -
ScalObject-bkq.37.log   | Saturate+R    | 10    | 2.2 ± 1.4   | 0.0032s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.38.log   | Enumerate+C   | 16    | 1.1 ± 0.3   | 0.2244s    | √
ScalObject-bkq.38.log   | Counting(4)   | 16    | 1.1 ± 0.3   | 0.264s     | √
ScalObject-bkq.38.log   | Counting(4)+R | 16    | 1.1 ± 0.3   | 0.1291s    | √
ScalObject-bkq.38.log   | Counting(2)   | 16    | 1.1 ± 0.3   | 0.3004s    | √
ScalObject-bkq.38.log   | Counting(2)+R | 16    | 1.1 ± 0.3   | 0.1277s    | √
ScalObject-bkq.38.log   | Counting(0)   | 20    | 1.1 ± 0.3   | 1.0026s    | -
ScalObject-bkq.38.log   | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.1713s    | -
ScalObject-bkq.38.log   | Symbolic      | 16    | 1.1 ± 0.3   | 0.1239s    | √
ScalObject-bkq.38.log   | Symbolic+R    | 16    | 1.1 ± 0.3   | 0.0236s    | √
ScalObject-bkq.38.log   | Saturate      | 16    | 1.1 ± 0.3   | 0.0037s    | √
ScalObject-bkq.38.log   | Saturate+R    | 16    | 1.1 ± 0.3   | 0.0034s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.39.log   | Enumerate+C   | 20    | 1.6 ± 0.7   | 0.8373s    | -
ScalObject-bkq.39.log   | Counting(4)   | 20    | 1.6 ± 0.7   | 0.6828s    | -
ScalObject-bkq.39.log   | Counting(4)+R | 20    | 1.6 ± 0.7   | 0.3436s    | -
ScalObject-bkq.39.log   | Counting(2)   | 20    | 1.6 ± 0.7   | 0.8898s    | -
ScalObject-bkq.39.log   | Counting(2)+R | 20    | 1.6 ± 0.7   | 0.3243s    | -
ScalObject-bkq.39.log   | Counting(0)   | 20    | 1.6 ± 0.7   | 1.263s     | -
ScalObject-bkq.39.log   | Counting(0)+R | 20    | 1.6 ± 0.7   | 0.4738s    | -
ScalObject-bkq.39.log   | Symbolic      | 20    | 1.6 ± 0.7   | 0.3983s    | -
ScalObject-bkq.39.log   | Symbolic+R    | 20    | 1.6 ± 0.7   | 0.1647s    | -
ScalObject-bkq.39.log   | Saturate      | 20    | 1.6 ± 0.7   | 0.0054s    | -
ScalObject-bkq.39.log   | Saturate+R    | 20    | 1.6 ± 0.7   | 0.0052s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.40.log   | Enumerate+C   | 10    | 1.6 ± 0.5   | 0.1386s    | √
ScalObject-bkq.40.log   | Counting(4)   | 10    | 1.6 ± 0.5   | 0.1113s    | √
ScalObject-bkq.40.log   | Counting(4)+R | 10    | 1.6 ± 0.5   | 0.1085s    | √
ScalObject-bkq.40.log   | Counting(2)   | 20    | 1.6 ± 0.7   | 0.7341s    | √
ScalObject-bkq.40.log   | Counting(2)+R | 20    | 1.6 ± 0.7   | 0.2895s    | √
ScalObject-bkq.40.log   | Counting(0)   | 20    | 1.6 ± 0.7   | 0.9073s    | -
ScalObject-bkq.40.log   | Counting(0)+R | 20    | 1.6 ± 0.7   | 0.3399s    | -
ScalObject-bkq.40.log   | Symbolic      | 10    | 1.6 ± 0.5   | 0.0409s    | √
ScalObject-bkq.40.log   | Symbolic+R    | 10    | 1.6 ± 0.5   | 0.0419s    | √
ScalObject-bkq.40.log   | Saturate      | 10    | 1.6 ± 0.5   | 0.0042s    | √
ScalObject-bkq.40.log   | Saturate+R    | 10    | 1.6 ± 0.5   | 0.0046s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.41.log   | Enumerate+C   | 20    | 1.9 ± 0.6   | 3.0208s    | -
ScalObject-bkq.41.log   | Counting(4)   | 20    | 1.9 ± 0.6   | 0.6914s    | -
ScalObject-bkq.41.log   | Counting(4)+R | 20    | 1.9 ± 0.6   | 0.373s     | -
ScalObject-bkq.41.log   | Counting(2)   | 20    | 1.9 ± 0.6   | 1.0184s    | -
ScalObject-bkq.41.log   | Counting(2)+R | 20    | 1.9 ± 0.6   | 0.4153s    | -
ScalObject-bkq.41.log   | Counting(0)   | 20    | 1.9 ± 0.6   | 1.2642s    | -
ScalObject-bkq.41.log   | Counting(0)+R | 20    | 1.9 ± 0.6   | 0.5763s    | -
ScalObject-bkq.41.log   | Symbolic      | 20    | 1.9 ± 0.6   | 0.4016s    | -
ScalObject-bkq.41.log   | Symbolic+R    | 20    | 1.9 ± 0.6   | 0.2057s    | -
ScalObject-bkq.41.log   | Saturate      | 20    | 1.9 ± 0.6   | 0.0056s    | -
ScalObject-bkq.41.log   | Saturate+R    | 20    | 1.9 ± 0.6   | 0.0068s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.42.log   | Enumerate+C   | 5     | 1.4 ± 0.5   | 0.066s     | √
ScalObject-bkq.42.log   | Counting(4)   | 5     | 1.4 ± 0.5   | 0.0336s    | √
ScalObject-bkq.42.log   | Counting(4)+R | 5     | 1.4 ± 0.5   | 0.0332s    | √
ScalObject-bkq.42.log   | Counting(2)   | 5     | 1.4 ± 0.5   | 0.0336s    | √
ScalObject-bkq.42.log   | Counting(2)+R | 5     | 1.4 ± 0.5   | 0.0366s    | √
ScalObject-bkq.42.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 1.0722s    | -
ScalObject-bkq.42.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.4138s    | -
ScalObject-bkq.42.log   | Symbolic      | 5     | 1.4 ± 0.5   | 0.0083s    | √
ScalObject-bkq.42.log   | Symbolic+R    | 5     | 1.4 ± 0.5   | 0.0086s    | √
ScalObject-bkq.42.log   | Saturate      | 5     | 1.4 ± 0.5   | 0.0028s    | √
ScalObject-bkq.42.log   | Saturate+R    | 5     | 1.4 ± 0.5   | 0.0027s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.43.log   | Enumerate+C   | 11    | 1.4 ± 0.5   | 0.1864s    | √
ScalObject-bkq.43.log   | Counting(4)   | 11    | 1.4 ± 0.5   | 0.0963s    | √
ScalObject-bkq.43.log   | Counting(4)+R | 11    | 1.4 ± 0.5   | 0.1012s    | √
ScalObject-bkq.43.log   | Counting(2)   | 20    | 1.7 ± 0.8   | 0.7192s    | √
ScalObject-bkq.43.log   | Counting(2)+R | 20    | 1.7 ± 0.8   | 0.3251s    | √
ScalObject-bkq.43.log   | Counting(0)   | 20    | 1.7 ± 0.8   | 1.1338s    | -
ScalObject-bkq.43.log   | Counting(0)+R | 20    | 1.7 ± 0.8   | 0.3694s    | -
ScalObject-bkq.43.log   | Symbolic      | 11    | 1.4 ± 0.5   | 0.0387s    | √
ScalObject-bkq.43.log   | Symbolic+R    | 11    | 1.4 ± 0.5   | 0.0338s    | √
ScalObject-bkq.43.log   | Saturate      | 11    | 1.4 ± 0.5   | 0.004s     | √
ScalObject-bkq.43.log   | Saturate+R    | 11    | 1.4 ± 0.5   | 0.0036s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.44.log   | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.3176s    | -
ScalObject-bkq.44.log   | Counting(4)   | 20    | 1.4 ± 0.5   | 0.6721s    | -
ScalObject-bkq.44.log   | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.2959s    | -
ScalObject-bkq.44.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.9747s    | -
ScalObject-bkq.44.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.377s     | -
ScalObject-bkq.44.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 1.1738s    | -
ScalObject-bkq.44.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.3783s    | -
ScalObject-bkq.44.log   | Symbolic      | 20    | 1.4 ± 0.5   | 0.3405s    | -
ScalObject-bkq.44.log   | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.1351s    | -
ScalObject-bkq.44.log   | Saturate      | 20    | 1.4 ± 0.5   | 0.0064s    | -
ScalObject-bkq.44.log   | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0055s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.45.log   | Enumerate+C   | 8     | 1.0 ± 0.0   | 0.0698s    | √
ScalObject-bkq.45.log   | Counting(4)   | 8     | 1.0 ± 0.0   | 0.0727s    | √
ScalObject-bkq.45.log   | Counting(4)+R | 8     | 1.0 ± 0.0   | 0.0652s    | √
ScalObject-bkq.45.log   | Counting(2)   | 8     | 1.0 ± 0.0   | 0.0729s    | √
ScalObject-bkq.45.log   | Counting(2)+R | 8     | 1.0 ± 0.0   | 0.0604s    | √
ScalObject-bkq.45.log   | Counting(0)   | 20    | 1.1 ± 0.3   | 0.9744s    | -
ScalObject-bkq.45.log   | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.1943s    | -
ScalObject-bkq.45.log   | Symbolic      | 8     | 1.0 ± 0.0   | 0.0189s    | √
ScalObject-bkq.45.log   | Symbolic+R    | 8     | 1.0 ± 0.0   | 0.0136s    | √
ScalObject-bkq.45.log   | Saturate      | 8     | 1.0 ± 0.0   | 0.0029s    | √
ScalObject-bkq.45.log   | Saturate+R    | 8     | 1.0 ± 0.0   | 0.0038s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-bkq.46.log   | Enumerate+C   | 13    | 1.3 ± 0.5   | 0.1824s    | √
ScalObject-bkq.46.log   | Counting(4)   | 13    | 1.3 ± 0.5   | 0.142s     | √
ScalObject-bkq.46.log   | Counting(4)+R | 13    | 1.3 ± 0.5   | 0.1147s    | √
ScalObject-bkq.46.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.8432s    | -
ScalObject-bkq.46.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.4387s    | -
