# data/reports/report-Feb-12-2015-13h13.txt
Generating reports for data/histories/generated/small/**/*.log
------------------------------------------------------------------------------
            data/histories/generated/small/**/*.log (timeout 10s)             
------------------------------------------------------------------------------
history                 | algorithm     | steps | concurrency | time       | v
ScalObject-sl.30.log    | Enumerate+C   | 20    | 1.2 ± 0.4   | 0.3389s    | -
ScalObject-sl.30.log    | Counting(4)   | 20    | 1.2 ± 0.4   | 0.6186s    | -
ScalObject-sl.30.log    | Counting(4)+R | 20    | 1.2 ± 0.4   | 0.1877s    | -
ScalObject-sl.30.log    | Counting(2)   | 20    | 1.2 ± 0.4   | 0.9687s    | -
ScalObject-sl.30.log    | Counting(2)+R | 20    | 1.2 ± 0.4   | 0.1879s    | -
ScalObject-sl.30.log    | Counting(0)   | 20    | 1.2 ± 0.4   | 1.039s     | -
ScalObject-sl.30.log    | Counting(0)+R | 20    | 1.2 ± 0.4   | 0.1921s    | -
ScalObject-sl.30.log    | Symbolic      | 20    | 1.2 ± 0.4   | 0.2881s    | -
ScalObject-sl.30.log    | Symbolic+R    | 20    | 1.2 ± 0.4   | 0.0445s    | -
ScalObject-sl.30.log    | Saturate      | 20    | 1.2 ± 0.4   | 0.0037s    | -
ScalObject-sl.30.log    | Saturate+R    | 20    | 1.2 ± 0.4   | 0.0038s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.31.log    | Enumerate+C   | 9     | 1.3 ± 0.7   | 0.0557s    | -
ScalObject-sl.31.log    | Counting(4)   | 9     | 1.3 ± 0.7   | 0.0577s    | -
ScalObject-sl.31.log    | Counting(4)+R | 9     | 1.3 ± 0.7   | 0.0504s    | -
ScalObject-sl.31.log    | Counting(2)   | 9     | 1.3 ± 0.7   | 0.0581s    | -
ScalObject-sl.31.log    | Counting(2)+R | 9     | 1.3 ± 0.7   | 0.0481s    | -
ScalObject-sl.31.log    | Counting(0)   | 9     | 1.3 ± 0.7   | 0.0645s    | -
ScalObject-sl.31.log    | Counting(0)+R | 9     | 1.3 ± 0.7   | 0.0495s    | -
ScalObject-sl.31.log    | Symbolic      | 9     | 1.3 ± 0.7   | 0.0153s    | -
ScalObject-sl.31.log    | Symbolic+R    | 9     | 1.3 ± 0.7   | 0.0106s    | -
ScalObject-sl.31.log    | Saturate      | 9     | 1.3 ± 0.7   | 0.0031s    | -
ScalObject-sl.31.log    | Saturate+R    | 9     | 1.3 ± 0.7   | 0.004s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.32.log    | Enumerate+C   | 20    | 1.5 ± 0.5   | 1.2077s    | -
ScalObject-sl.32.log    | Counting(4)   | 20    | 1.5 ± 0.5   | 0.6833s    | -
ScalObject-sl.32.log    | Counting(4)+R | 20    | 1.5 ± 0.5   | 0.2724s    | -
ScalObject-sl.32.log    | Counting(2)   | 20    | 1.5 ± 0.5   | 0.9099s    | -
ScalObject-sl.32.log    | Counting(2)+R | 20    | 1.5 ± 0.5   | 0.3292s    | -
ScalObject-sl.32.log    | Counting(0)   | 20    | 1.5 ± 0.5   | 1.7329s    | -
ScalObject-sl.32.log    | Counting(0)+R | 20    | 1.5 ± 0.5   | 0.3787s    | -
ScalObject-sl.32.log    | Symbolic      | 20    | 1.5 ± 0.5   | 0.3994s    | -
ScalObject-sl.32.log    | Symbolic+R    | 20    | 1.5 ± 0.5   | 0.1063s    | -
ScalObject-sl.32.log    | Saturate      | 20    | 1.5 ± 0.5   | 0.0057s    | -
ScalObject-sl.32.log    | Saturate+R    | 20    | 1.5 ± 0.5   | 0.0046s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.33.log    | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.345s     | -
ScalObject-sl.33.log    | Counting(4)   | 20    | 1.0 ± 0.0   | 0.58s      | -
ScalObject-sl.33.log    | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1978s    | -
ScalObject-sl.33.log    | Counting(2)   | 20    | 1.0 ± 0.0   | 0.8204s    | -
ScalObject-sl.33.log    | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1873s    | -
ScalObject-sl.33.log    | Counting(0)   | 20    | 1.0 ± 0.0   | 1.1957s    | -
ScalObject-sl.33.log    | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.2061s    | -
ScalObject-sl.33.log    | Symbolic      | 20    | 1.0 ± 0.0   | 0.1856s    | -
ScalObject-sl.33.log    | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0445s    | -
ScalObject-sl.33.log    | Saturate      | 20    | 1.0 ± 0.0   | 0.0051s    | -
ScalObject-sl.33.log    | Saturate+R    | 20    | 1.0 ± 0.0   | 0.004s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.34.log    | Enumerate+C   | 20    | 1.5 ± 0.5   | 0.3398s    | -
ScalObject-sl.34.log    | Counting(4)   | 20    | 1.5 ± 0.5   | 0.8919s    | -
ScalObject-sl.34.log    | Counting(4)+R | 20    | 1.5 ± 0.5   | 0.301s     | -
ScalObject-sl.34.log    | Counting(2)   | 20    | 1.5 ± 0.5   | 1.1289s    | -
ScalObject-sl.34.log    | Counting(2)+R | 20    | 1.5 ± 0.5   | 0.2586s    | -
ScalObject-sl.34.log    | Counting(0)   | 20    | 1.5 ± 0.5   | 1.1686s    | -
ScalObject-sl.34.log    | Counting(0)+R | 20    | 1.5 ± 0.5   | 0.2934s    | -
ScalObject-sl.34.log    | Symbolic      | 20    | 1.5 ± 0.5   | 0.363s     | -
ScalObject-sl.34.log    | Symbolic+R    | 20    | 1.5 ± 0.5   | 0.1067s    | -
ScalObject-sl.34.log    | Saturate      | 20    | 1.5 ± 0.5   | 0.0037s    | -
ScalObject-sl.34.log    | Saturate+R    | 20    | 1.5 ± 0.5   | 0.0036s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.35.log    | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.9046s    | -
ScalObject-sl.35.log    | Counting(4)   | 20    | 1.4 ± 0.5   | 0.7862s    | -
ScalObject-sl.35.log    | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.2852s    | -
ScalObject-sl.35.log    | Counting(2)   | 20    | 1.4 ± 0.5   | 1.0134s    | -
ScalObject-sl.35.log    | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.3232s    | -
ScalObject-sl.35.log    | Counting(0)   | 20    | 1.4 ± 0.5   | 1.3195s    | -
ScalObject-sl.35.log    | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.4423s    | -
ScalObject-sl.35.log    | Symbolic      | 20    | 1.4 ± 0.5   | 0.4337s    | -
ScalObject-sl.35.log    | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.1356s    | -
ScalObject-sl.35.log    | Saturate      | 20    | 1.4 ± 0.5   | 0.0038s    | -
ScalObject-sl.35.log    | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0044s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.36.log    | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3437s    | -
ScalObject-sl.36.log    | Counting(4)   | 20    | 1.0 ± 0.0   | 0.588s     | -
ScalObject-sl.36.log    | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.171s     | -
ScalObject-sl.36.log    | Counting(2)   | 20    | 1.0 ± 0.0   | 0.8006s    | -
ScalObject-sl.36.log    | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1766s    | -
ScalObject-sl.36.log    | Counting(0)   | 20    | 1.0 ± 0.0   | 1.1475s    | -
ScalObject-sl.36.log    | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.2032s    | -
ScalObject-sl.36.log    | Symbolic      | 20    | 1.0 ± 0.0   | 0.185s     | -
ScalObject-sl.36.log    | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0396s    | -
ScalObject-sl.36.log    | Saturate      | 20    | 1.0 ± 0.0   | 0.0058s    | -
ScalObject-sl.36.log    | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0043s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.37.log    | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3445s    | -
ScalObject-sl.37.log    | Counting(4)   | 20    | 1.0 ± 0.0   | 0.6872s    | -
ScalObject-sl.37.log    | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1681s    | -
ScalObject-sl.37.log    | Counting(2)   | 20    | 1.0 ± 0.0   | 0.812s     | -
ScalObject-sl.37.log    | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1817s    | -
ScalObject-sl.37.log    | Counting(0)   | 20    | 1.0 ± 0.0   | 1.1472s    | -
ScalObject-sl.37.log    | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1838s    | -
ScalObject-sl.37.log    | Symbolic      | 20    | 1.0 ± 0.0   | 0.1916s    | -
ScalObject-sl.37.log    | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0338s    | -
ScalObject-sl.37.log    | Saturate      | 20    | 1.0 ± 0.0   | 0.004s     | -
ScalObject-sl.37.log    | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0041s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.38.log    | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.8389s    | -
ScalObject-sl.38.log    | Counting(4)   | 20    | 1.4 ± 0.5   | 0.7566s    | -
ScalObject-sl.38.log    | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.3971s    | -
ScalObject-sl.38.log    | Counting(2)   | 20    | 1.4 ± 0.5   | 1.0079s    | -
ScalObject-sl.38.log    | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.418s     | -
ScalObject-sl.38.log    | Counting(0)   | 20    | 1.4 ± 0.5   | 1.449s     | -
ScalObject-sl.38.log    | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.508s     | -
ScalObject-sl.38.log    | Symbolic      | 20    | 1.4 ± 0.5   | 0.363s     | -
ScalObject-sl.38.log    | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.185s     | -
ScalObject-sl.38.log    | Saturate      | 20    | 1.4 ± 0.5   | 0.0045s    | -
ScalObject-sl.38.log    | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0054s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.39.log    | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3401s    | -
ScalObject-sl.39.log    | Counting(4)   | 20    | 1.0 ± 0.0   | 0.6114s    | -
ScalObject-sl.39.log    | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1743s    | -
ScalObject-sl.39.log    | Counting(2)   | 20    | 1.0 ± 0.0   | 0.8243s    | -
ScalObject-sl.39.log    | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1814s    | -
ScalObject-sl.39.log    | Counting(0)   | 20    | 1.0 ± 0.0   | 1.1195s    | -
ScalObject-sl.39.log    | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.2052s    | -
ScalObject-sl.39.log    | Symbolic      | 20    | 1.0 ± 0.0   | 0.1831s    | -
ScalObject-sl.39.log    | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0408s    | -
ScalObject-sl.39.log    | Saturate      | 20    | 1.0 ± 0.0   | 0.0046s    | -
ScalObject-sl.39.log    | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0041s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.40.log    | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3386s    | -
ScalObject-sl.40.log    | Counting(4)   | 20    | 1.0 ± 0.0   | 0.6129s    | -
ScalObject-sl.40.log    | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1774s    | -
ScalObject-sl.40.log    | Counting(2)   | 20    | 1.0 ± 0.0   | 0.7803s    | -
ScalObject-sl.40.log    | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1918s    | -
ScalObject-sl.40.log    | Counting(0)   | 20    | 1.0 ± 0.0   | 1.0622s    | -
ScalObject-sl.40.log    | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.2082s    | -
ScalObject-sl.40.log    | Symbolic      | 20    | 1.0 ± 0.0   | 0.1817s    | -
ScalObject-sl.40.log    | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0422s    | -
ScalObject-sl.40.log    | Saturate      | 20    | 1.0 ± 0.0   | 0.0041s    | -
ScalObject-sl.40.log    | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0042s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.41.log    | Enumerate+C   | 20    | 1.1 ± 0.3   | 0.3413s    | -
ScalObject-sl.41.log    | Counting(4)   | 20    | 1.1 ± 0.3   | 0.5831s    | -
ScalObject-sl.41.log    | Counting(4)+R | 20    | 1.1 ± 0.3   | 0.1843s    | -
ScalObject-sl.41.log    | Counting(2)   | 20    | 1.1 ± 0.3   | 0.8012s    | -
ScalObject-sl.41.log    | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.1919s    | -
ScalObject-sl.41.log    | Counting(0)   | 20    | 1.1 ± 0.3   | 1.0486s    | -
ScalObject-sl.41.log    | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.2159s    | -
ScalObject-sl.41.log    | Symbolic      | 20    | 1.1 ± 0.3   | 0.2236s    | -
ScalObject-sl.41.log    | Symbolic+R    | 20    | 1.1 ± 0.3   | 0.0456s    | -
ScalObject-sl.41.log    | Saturate      | 20    | 1.1 ± 0.3   | 0.0047s    | -
ScalObject-sl.41.log    | Saturate+R    | 20    | 1.1 ± 0.3   | 0.0046s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.42.log    | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3376s    | -
ScalObject-sl.42.log    | Counting(4)   | 20    | 1.0 ± 0.0   | 0.6055s    | -
ScalObject-sl.42.log    | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1861s    | -
ScalObject-sl.42.log    | Counting(2)   | 20    | 1.0 ± 0.0   | 0.7652s    | -
ScalObject-sl.42.log    | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.2116s    | -
ScalObject-sl.42.log    | Counting(0)   | 20    | 1.0 ± 0.0   | 0.9864s    | -
ScalObject-sl.42.log    | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.2229s    | -
ScalObject-sl.42.log    | Symbolic      | 20    | 1.0 ± 0.0   | 0.1951s    | -
ScalObject-sl.42.log    | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0446s    | -
ScalObject-sl.42.log    | Saturate      | 20    | 1.0 ± 0.0   | 0.0052s    | -
ScalObject-sl.42.log    | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0045s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.43.log    | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3321s    | -
ScalObject-sl.43.log    | Counting(4)   | 20    | 1.0 ± 0.0   | 0.5832s    | -
ScalObject-sl.43.log    | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1807s    | -
ScalObject-sl.43.log    | Counting(2)   | 20    | 1.0 ± 0.0   | 0.7816s    | -
ScalObject-sl.43.log    | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1912s    | -
ScalObject-sl.43.log    | Counting(0)   | 20    | 1.0 ± 0.0   | 1.1146s    | -
ScalObject-sl.43.log    | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.2222s    | -
ScalObject-sl.43.log    | Symbolic      | 20    | 1.0 ± 0.0   | 0.1834s    | -
ScalObject-sl.43.log    | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0471s    | -
ScalObject-sl.43.log    | Saturate      | 20    | 1.0 ± 0.0   | 0.0052s    | -
ScalObject-sl.43.log    | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0043s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.44.log    | Enumerate+C   | 20    | 1.2 ± 0.4   | 0.3861s    | -
ScalObject-sl.44.log    | Counting(4)   | 20    | 1.2 ± 0.4   | 0.7647s    | -
ScalObject-sl.44.log    | Counting(4)+R | 20    | 1.2 ± 0.4   | 0.2785s    | -
ScalObject-sl.44.log    | Counting(2)   | 20    | 1.2 ± 0.4   | 0.9831s    | -
ScalObject-sl.44.log    | Counting(2)+R | 20    | 1.2 ± 0.4   | 0.2011s    | -
ScalObject-sl.44.log    | Counting(0)   | 20    | 1.2 ± 0.4   | 1.2832s    | -
ScalObject-sl.44.log    | Counting(0)+R | 20    | 1.2 ± 0.4   | 0.2136s    | -
ScalObject-sl.44.log    | Symbolic      | 20    | 1.2 ± 0.4   | 0.367s     | -
ScalObject-sl.44.log    | Symbolic+R    | 20    | 1.2 ± 0.4   | 0.0641s    | -
ScalObject-sl.44.log    | Saturate      | 20    | 1.2 ± 0.4   | 0.0047s    | -
ScalObject-sl.44.log    | Saturate+R    | 20    | 1.2 ± 0.4   | 0.0047s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.45.log    | Enumerate+C   | 18    | 1.4 ± 0.7   | 0.2165s    | -
ScalObject-sl.45.log    | Counting(4)   | 18    | 1.4 ± 0.7   | 0.3382s    | -
ScalObject-sl.45.log    | Counting(4)+R | 18    | 1.4 ± 0.7   | 0.2675s    | -
ScalObject-sl.45.log    | Counting(2)   | 18    | 1.4 ± 0.7   | 0.5377s    | -
ScalObject-sl.45.log    | Counting(2)+R | 18    | 1.4 ± 0.7   | 0.4055s    | -
ScalObject-sl.45.log    | Counting(0)   | 18    | 1.4 ± 0.7   | 0.6676s    | -
ScalObject-sl.45.log    | Counting(0)+R | 18    | 1.4 ± 0.7   | 0.3924s    | -
ScalObject-sl.45.log    | Symbolic      | 18    | 1.4 ± 0.7   | 0.158s     | -
ScalObject-sl.45.log    | Symbolic+R    | 18    | 1.4 ± 0.7   | 0.1198s    | -
ScalObject-sl.45.log    | Saturate      | 18    | 1.4 ± 0.7   | 0.0052s    | -
ScalObject-sl.45.log    | Saturate+R    | 18    | 1.4 ± 0.7   | 0.005s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.46.log    | Enumerate+C   | 20    | 1.7 ± 0.5   | 0.6946s    | -
ScalObject-sl.46.log    | Counting(4)   | 20    | 1.7 ± 0.5   | 0.7586s    | -
ScalObject-sl.46.log    | Counting(4)+R | 20    | 1.7 ± 0.5   | 0.4991s    | -
ScalObject-sl.46.log    | Counting(2)   | 20    | 1.7 ± 0.5   | 1.023s     | -
ScalObject-sl.46.log    | Counting(2)+R | 20    | 1.7 ± 0.5   | 0.5508s    | -
ScalObject-sl.46.log    | Counting(0)   | 20    | 1.7 ± 0.5   | 1.1434s    | -
ScalObject-sl.46.log    | Counting(0)+R | 20    | 1.7 ± 0.5   | 0.5541s    | -
ScalObject-sl.46.log    | Symbolic      | 20    | 1.7 ± 0.5   | 0.3911s    | -
ScalObject-sl.46.log    | Symbolic+R    | 20    | 1.7 ± 0.5   | 0.2116s    | -
ScalObject-sl.46.log    | Saturate      | 20    | 1.7 ± 0.5   | 0.0059s    | -
ScalObject-sl.46.log    | Saturate+R    | 20    | 1.7 ± 0.5   | 0.0071s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.47.log    | Enumerate+C   | 20    | 1.1 ± 0.3   | 0.3656s    | -
ScalObject-sl.47.log    | Counting(4)   | 20    | 1.1 ± 0.3   | 0.5617s    | -
ScalObject-sl.47.log    | Counting(4)+R | 20    | 1.1 ± 0.3   | 0.1807s    | -
ScalObject-sl.47.log    | Counting(2)   | 20    | 1.1 ± 0.3   | 0.7282s    | -
ScalObject-sl.47.log    | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.1864s    | -
ScalObject-sl.47.log    | Counting(0)   | 20    | 1.1 ± 0.3   | 1.3627s    | -
ScalObject-sl.47.log    | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.1974s    | -
ScalObject-sl.47.log    | Symbolic      | 20    | 1.1 ± 0.3   | 0.2317s    | -
ScalObject-sl.47.log    | Symbolic+R    | 20    | 1.1 ± 0.3   | 0.0448s    | -
ScalObject-sl.47.log    | Saturate      | 20    | 1.1 ± 0.3   | 0.0047s    | -
ScalObject-sl.47.log    | Saturate+R    | 20    | 1.1 ± 0.3   | 0.0046s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.48.log    | Enumerate+C   | 20    | 1.3 ± 0.7   | 0.415s     | -
ScalObject-sl.48.log    | Counting(4)   | 20    | 1.3 ± 0.7   | 0.6816s    | -
ScalObject-sl.48.log    | Counting(4)+R | 20    | 1.3 ± 0.7   | 0.2734s    | -
ScalObject-sl.48.log    | Counting(2)   | 20    | 1.3 ± 0.7   | 0.7743s    | -
ScalObject-sl.48.log    | Counting(2)+R | 20    | 1.3 ± 0.7   | 0.3137s    | -
ScalObject-sl.48.log    | Counting(0)   | 20    | 1.3 ± 0.7   | 0.8838s    | -
ScalObject-sl.48.log    | Counting(0)+R | 20    | 1.3 ± 0.7   | 0.3886s    | -
ScalObject-sl.48.log    | Symbolic      | 20    | 1.3 ± 0.7   | 0.287s     | -
ScalObject-sl.48.log    | Symbolic+R    | 20    | 1.3 ± 0.7   | 0.1053s    | -
ScalObject-sl.48.log    | Saturate      | 20    | 1.3 ± 0.7   | 0.0068s    | -
ScalObject-sl.48.log    | Saturate+R    | 20    | 1.3 ± 0.7   | 0.0055s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.49.log    | Enumerate+C   | 20    | 1.5 ± 0.5   | 0.596s     | -
ScalObject-sl.49.log    | Counting(4)   | 20    | 1.5 ± 0.5   | 0.7526s    | -
ScalObject-sl.49.log    | Counting(4)+R | 20    | 1.5 ± 0.5   | 0.3404s    | -
ScalObject-sl.49.log    | Counting(2)   | 20    | 1.5 ± 0.5   | 0.846s     | -
ScalObject-sl.49.log    | Counting(2)+R | 20    | 1.5 ± 0.5   | 0.3631s    | -
ScalObject-sl.49.log    | Counting(0)   | 20    | 1.5 ± 0.5   | 1.5749s    | -
ScalObject-sl.49.log    | Counting(0)+R | 20    | 1.5 ± 0.5   | 0.3947s    | -
ScalObject-sl.49.log    | Symbolic      | 20    | 1.5 ± 0.5   | 0.3899s    | -
ScalObject-sl.49.log    | Symbolic+R    | 20    | 1.5 ± 0.5   | 0.1502s    | -
ScalObject-sl.49.log    | Saturate      | 20    | 1.5 ± 0.5   | 0.0052s    | -
ScalObject-sl.49.log    | Saturate+R    | 20    | 1.5 ± 0.5   | 0.006s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.50.log    | Enumerate+C   | 20    | 1.7 ± 0.7   | 0.6478s    | -
ScalObject-sl.50.log    | Counting(4)   | 20    | 1.7 ± 0.7   | 0.8618s    | -
ScalObject-sl.50.log    | Counting(4)+R | 20    | 1.7 ± 0.7   | 0.3763s    | -
ScalObject-sl.50.log    | Counting(2)   | 20    | 1.7 ± 0.7   | 1.0236s    | -
ScalObject-sl.50.log    | Counting(2)+R | 20    | 1.7 ± 0.7   | 0.3445s    | -
ScalObject-sl.50.log    | Counting(0)   | 20    | 1.7 ± 0.7   | 1.4474s    | -
ScalObject-sl.50.log    | Counting(0)+R | 20    | 1.7 ± 0.7   | 0.3657s    | -
ScalObject-sl.50.log    | Symbolic      | 20    | 1.7 ± 0.7   | 0.4301s    | -
ScalObject-sl.50.log    | Symbolic+R    | 20    | 1.7 ± 0.7   | 0.146s     | -
ScalObject-sl.50.log    | Saturate      | 20    | 1.7 ± 0.7   | 0.005s     | -
ScalObject-sl.50.log    | Saturate+R    | 20    | 1.7 ± 0.7   | 0.0043s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.51.log    | Enumerate+C   | 20    | 1.1 ± 0.3   | 0.3506s    | -
ScalObject-sl.51.log    | Counting(4)   | 20    | 1.1 ± 0.3   | 0.7793s    | -
ScalObject-sl.51.log    | Counting(4)+R | 20    | 1.1 ± 0.3   | 0.172s     | -
ScalObject-sl.51.log    | Counting(2)   | 20    | 1.1 ± 0.3   | 0.8429s    | -
ScalObject-sl.51.log    | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.1775s    | -
ScalObject-sl.51.log    | Counting(0)   | 20    | 1.1 ± 0.3   | 0.9628s    | -
ScalObject-sl.51.log    | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.1762s    | -
ScalObject-sl.51.log    | Symbolic      | 20    | 1.1 ± 0.3   | 0.2399s    | -
ScalObject-sl.51.log    | Symbolic+R    | 20    | 1.1 ± 0.3   | 0.036s     | -
ScalObject-sl.51.log    | Saturate      | 20    | 1.1 ± 0.3   | 0.004s     | -
ScalObject-sl.51.log    | Saturate+R    | 20    | 1.1 ± 0.3   | 0.0036s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.52.log    | Enumerate+C   | 20    | 1.1 ± 0.3   | 0.3305s    | -
ScalObject-sl.52.log    | Counting(4)   | 20    | 1.1 ± 0.3   | 0.6243s    | -
ScalObject-sl.52.log    | Counting(4)+R | 20    | 1.1 ± 0.3   | 0.1863s    | -
ScalObject-sl.52.log    | Counting(2)   | 20    | 1.1 ± 0.3   | 0.7863s    | -
ScalObject-sl.52.log    | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.1834s    | -
ScalObject-sl.52.log    | Counting(0)   | 20    | 1.1 ± 0.3   | 1.1676s    | -
ScalObject-sl.52.log    | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.2006s    | -
ScalObject-sl.52.log    | Symbolic      | 20    | 1.1 ± 0.3   | 0.2477s    | -
ScalObject-sl.52.log    | Symbolic+R    | 20    | 1.1 ± 0.3   | 0.0434s    | -
ScalObject-sl.52.log    | Saturate      | 20    | 1.1 ± 0.3   | 0.0052s    | -
ScalObject-sl.52.log    | Saturate+R    | 20    | 1.1 ± 0.3   | 0.0042s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.53.log    | Enumerate+C   | 20    | 1.7 ± 0.5   | 1.1698s    | -
ScalObject-sl.53.log    | Counting(4)   | 20    | 1.7 ± 0.5   | 0.7329s    | -
ScalObject-sl.53.log    | Counting(4)+R | 20    | 1.7 ± 0.5   | 0.3928s    | -
ScalObject-sl.53.log    | Counting(2)   | 20    | 1.7 ± 0.5   | 0.9881s    | -
ScalObject-sl.53.log    | Counting(2)+R | 20    | 1.7 ± 0.5   | 0.3442s    | -
ScalObject-sl.53.log    | Counting(0)   | 20    | 1.7 ± 0.5   | 1.3179s    | -
ScalObject-sl.53.log    | Counting(0)+R | 20    | 1.7 ± 0.5   | 0.3856s    | -
ScalObject-sl.53.log    | Symbolic      | 20    | 1.7 ± 0.5   | 0.4114s    | -
ScalObject-sl.53.log    | Symbolic+R    | 20    | 1.7 ± 0.5   | 0.1498s    | -
ScalObject-sl.53.log    | Saturate      | 20    | 1.7 ± 0.5   | 0.0054s    | -
ScalObject-sl.53.log    | Saturate+R    | 20    | 1.7 ± 0.5   | 0.006s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-sl.54.log    | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.347s     | -
ScalObject-sl.54.log    | Counting(4)   | 20    | 1.0 ± 0.0   | 0.6177s    | -
ScalObject-sl.54.log    | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1757s    | -
ScalObject-sl.54.log    | Counting(2)   | 20    | 1.0 ± 0.0   | 0.6895s    | -
ScalObject-sl.54.log    | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.2662s    | -
ScalObject-sl.54.log    | Counting(0)   | 20    | 1.0 ± 0.0   | 1.3543s    | -
ScalObject-sl.54.log    | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.2038s    | -
ScalObject-sl.54.log    | Symbolic      | 20    | 1.0 ± 0.0   | 0.1946s    | -
