history	object	algorithm	steps	concurrency	time	violation
ScalObject-bkq.25.log	atomic-queue	Counting(0)+R	20	1.5 ± 0.5	0.3176s	false
ScalObject-bkq.25.log	atomic-queue	Symbolic	16	1.5 ± 0.5	0.1687s	true
ScalObject-bkq.25.log	atomic-queue	Symbolic+R	16	1.5 ± 0.5	0.0925s	true
ScalObject-bkq.25.log	atomic-queue	Saturate	16	1.5 ± 0.5	0.0054s	true
ScalObject-bkq.25.log	atomic-queue	Saturate+R	16	1.5 ± 0.5	0.0049s	true
ScalObject-bkq.26.log	atomic-queue	Enumerate+C	14	1.0 ± 0.0	0.159s	true
ScalObject-bkq.26.log	atomic-queue	Counting(4)	14	1.0 ± 0.0	0.1677s	true
ScalObject-bkq.26.log	atomic-queue	Counting(4)+R	14	1.0 ± 0.0	0.1251s	true
ScalObject-bkq.26.log	atomic-queue	Counting(2)	20	1.2 ± 0.4	0.9464s	false
ScalObject-bkq.26.log	atomic-queue	Counting(2)+R	20	1.2 ± 0.4	0.3789s	false
ScalObject-bkq.26.log	atomic-queue	Counting(0)	20	1.2 ± 0.4	1.1075s	false
ScalObject-bkq.26.log	atomic-queue	Counting(0)+R	20	1.2 ± 0.4	0.3829s	false
ScalObject-bkq.26.log	atomic-queue	Symbolic	14	1.0 ± 0.0	0.0587s	true
ScalObject-bkq.26.log	atomic-queue	Symbolic+R	14	1.0 ± 0.0	0.037s	true
ScalObject-bkq.26.log	atomic-queue	Saturate	14	1.0 ± 0.0	0.0059s	true
ScalObject-bkq.26.log	atomic-queue	Saturate+R	14	1.0 ± 0.0	0.0044s	true
ScalObject-bkq.27.log	atomic-queue	Enumerate+C	8	1.0 ± 0.0	0.0676s	true
ScalObject-bkq.27.log	atomic-queue	Counting(4)	8	1.0 ± 0.0	0.072s	true
ScalObject-bkq.27.log	atomic-queue	Counting(4)+R	8	1.0 ± 0.0	0.0755s	true
ScalObject-bkq.27.log	atomic-queue	Counting(2)	20	1.1 ± 0.3	0.8665s	false
ScalObject-bkq.27.log	atomic-queue	Counting(2)+R	20	1.1 ± 0.3	0.1885s	false
ScalObject-bkq.27.log	atomic-queue	Counting(0)	20	1.1 ± 0.3	1.0251s	false
ScalObject-bkq.27.log	atomic-queue	Counting(0)+R	20	1.1 ± 0.3	0.2156s	false
ScalObject-bkq.27.log	atomic-queue	Symbolic	8	1.0 ± 0.0	0.0157s	true
ScalObject-bkq.27.log	atomic-queue	Symbolic+R	8	1.0 ± 0.0	0.0161s	true
ScalObject-bkq.27.log	atomic-queue	Saturate	8	1.0 ± 0.0	0.003s	true
ScalObject-bkq.27.log	atomic-queue	Saturate+R	8	1.0 ± 0.0	0.0037s	true
ScalObject-bkq.28.log	atomic-queue	Enumerate+C	20	2.0 ± 0.9	0.3448s	false
ScalObject-bkq.28.log	atomic-queue	Counting(4)	20	2.0 ± 0.9	0.7916s	false
ScalObject-bkq.28.log	atomic-queue	Counting(4)+R	20	2.0 ± 0.9	0.3554s	false
ScalObject-bkq.28.log	atomic-queue	Counting(2)	20	2.0 ± 0.9	1.0974s	false
ScalObject-bkq.28.log	atomic-queue	Counting(2)+R	20	2.0 ± 0.9	0.3942s	false
ScalObject-bkq.28.log	atomic-queue	Counting(0)	20	2.0 ± 0.9	1.4225s	false
ScalObject-bkq.28.log	atomic-queue	Counting(0)+R	20	2.0 ± 0.9	0.4584s	false
ScalObject-bkq.28.log	atomic-queue	Symbolic	20	2.0 ± 0.9	0.4084s	false
ScalObject-bkq.28.log	atomic-queue	Symbolic+R	20	2.0 ± 0.9	0.193s	false
ScalObject-bkq.28.log	atomic-queue	Saturate	20	2.0 ± 0.9	0.0048s	false
ScalObject-bkq.28.log	atomic-queue	Saturate+R	20	2.0 ± 0.9	0.0047s	false
ScalObject-bkq.29.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.3273s	false
ScalObject-bkq.29.log	atomic-queue	Counting(4)	20	1.0 ± 0.0	0.5733s	false
ScalObject-bkq.29.log	atomic-queue	Counting(4)+R	20	1.0 ± 0.0	0.1858s	false
ScalObject-bkq.29.log	atomic-queue	Counting(2)	20	1.0 ± 0.0	0.7845s	false
ScalObject-bkq.29.log	atomic-queue	Counting(2)+R	20	1.0 ± 0.0	0.2016s	false
ScalObject-bkq.29.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	0.9732s	false
ScalObject-bkq.29.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.2249s	false
ScalObject-bkq.29.log	atomic-queue	Symbolic	20	1.0 ± 0.0	0.1732s	false
ScalObject-bkq.29.log	atomic-queue	Symbolic+R	20	1.0 ± 0.0	0.0532s	false
ScalObject-bkq.29.log	atomic-queue	Saturate	20	1.0 ± 0.0	0.0057s	false
ScalObject-bkq.29.log	atomic-queue	Saturate+R	20	1.0 ± 0.0	0.0045s	false
ScalObject-bkq.30.log	atomic-queue	Enumerate+C	6	1.0 ± 0.0	0.0477s	true
ScalObject-bkq.30.log	atomic-queue	Counting(4)	6	1.0 ± 0.0	0.0475s	true
ScalObject-bkq.30.log	atomic-queue	Counting(4)+R	6	1.0 ± 0.0	0.0491s	true
ScalObject-bkq.30.log	atomic-queue	Counting(2)	6	1.0 ± 0.0	0.0546s	true
ScalObject-bkq.30.log	atomic-queue	Counting(2)+R	6	1.0 ± 0.0	0.0497s	true
ScalObject-bkq.30.log	atomic-queue	Counting(0)	20	1.6 ± 1.0	1.103s	false
ScalObject-bkq.30.log	atomic-queue	Counting(0)+R	20	1.6 ± 1.0	0.7102s	false
ScalObject-bkq.30.log	atomic-queue	Symbolic	6	1.0 ± 0.0	0.0117s	true
ScalObject-bkq.30.log	atomic-queue	Symbolic+R	6	1.0 ± 0.0	0.012s	true
ScalObject-bkq.30.log	atomic-queue	Saturate	6	1.0 ± 0.0	0.0029s	true
ScalObject-bkq.30.log	atomic-queue	Saturate+R	6	1.0 ± 0.0	0.0033s	true
ScalObject-bkq.31.log	atomic-queue	Enumerate+C	20	1.7 ± 0.7	0.3854s	false
ScalObject-bkq.31.log	atomic-queue	Counting(4)	20	1.7 ± 0.7	0.7297s	false
ScalObject-bkq.31.log	atomic-queue	Counting(4)+R	20	1.7 ± 0.7	0.2524s	false
ScalObject-bkq.31.log	atomic-queue	Counting(2)	20	1.7 ± 0.7	0.8953s	false
ScalObject-bkq.31.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.7	0.2497s	false
ScalObject-bkq.31.log	atomic-queue	Counting(0)	20	1.7 ± 0.7	1.0964s	false
ScalObject-bkq.31.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.7	0.275s	false
ScalObject-bkq.31.log	atomic-queue	Symbolic	20	1.7 ± 0.7	0.4492s	false
ScalObject-bkq.31.log	atomic-queue	Symbolic+R	20	1.7 ± 0.7	0.0999s	false
ScalObject-bkq.31.log	atomic-queue	Saturate	20	1.7 ± 0.7	0.0044s	false
ScalObject-bkq.31.log	atomic-queue	Saturate+R	20	1.7 ± 0.7	0.0048s	false
ScalObject-bkq.32.log	atomic-queue	Enumerate+C	20	1.7 ± 0.5	1.0098s	false
ScalObject-bkq.32.log	atomic-queue	Counting(4)	20	1.7 ± 0.5	0.7852s	false
ScalObject-bkq.32.log	atomic-queue	Counting(4)+R	20	1.7 ± 0.5	0.7947s	false
ScalObject-bkq.32.log	atomic-queue	Counting(2)	20	1.7 ± 0.5	0.8921s	false
ScalObject-bkq.32.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.5	0.898s	false
ScalObject-bkq.32.log	atomic-queue	Counting(0)	20	1.7 ± 0.5	1.3274s	false
ScalObject-bkq.32.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.5	1.3595s	false
ScalObject-bkq.32.log	atomic-queue	Symbolic	20	1.7 ± 0.5	0.4858s	false
ScalObject-bkq.32.log	atomic-queue	Symbolic+R	20	1.7 ± 0.5	0.4836s	false
ScalObject-bkq.32.log	atomic-queue	Saturate	20	1.7 ± 0.5	0.007s	false
ScalObject-bkq.32.log	atomic-queue	Saturate+R	20	1.7 ± 0.5	0.0064s	false
ScalObject-bkq.33.log	atomic-queue	Enumerate+C	20	1.7 ± 0.5	0.8407s	false
ScalObject-bkq.33.log	atomic-queue	Counting(4)	20	1.7 ± 0.5	0.7834s	false
ScalObject-bkq.33.log	atomic-queue	Counting(4)+R	20	1.7 ± 0.5	0.3125s	false
ScalObject-bkq.33.log	atomic-queue	Counting(2)	20	1.7 ± 0.5	0.9608s	false
ScalObject-bkq.33.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.5	0.3131s	false
ScalObject-bkq.33.log	atomic-queue	Counting(0)	20	1.7 ± 0.5	1.2828s	false
ScalObject-bkq.33.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.5	0.3334s	false
ScalObject-bkq.33.log	atomic-queue	Symbolic	20	1.7 ± 0.5	0.4393s	false
ScalObject-bkq.33.log	atomic-queue	Symbolic+R	20	1.7 ± 0.5	0.1405s	false
ScalObject-bkq.33.log	atomic-queue	Saturate	20	1.7 ± 0.5	0.005s	false
ScalObject-bkq.33.log	atomic-queue	Saturate+R	20	1.7 ± 0.5	0.0054s	false
ScalObject-bkq.34.log	atomic-queue	Enumerate+C	20	1.4 ± 0.5	0.8131s	true
ScalObject-bkq.34.log	atomic-queue	Counting(4)	20	1.4 ± 0.5	0.5465s	true
ScalObject-bkq.34.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.5	0.2093s	true
ScalObject-bkq.34.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	0.6674s	true
ScalObject-bkq.34.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.2285s	true
ScalObject-bkq.34.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	1.0342s	false
ScalObject-bkq.34.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.276s	false
ScalObject-bkq.34.log	atomic-queue	Symbolic	20	1.4 ± 0.5	0.2966s	true
ScalObject-bkq.34.log	atomic-queue	Symbolic+R	20	1.4 ± 0.5	0.0715s	true
ScalObject-bkq.34.log	atomic-queue	Saturate	20	1.4 ± 0.5	0.0058s	true
ScalObject-bkq.34.log	atomic-queue	Saturate+R	20	1.4 ± 0.5	0.0052s	true
ScalObject-bkq.35.log	atomic-queue	Enumerate+C	16	1.1 ± 0.3	0.2243s	true
ScalObject-bkq.35.log	atomic-queue	Counting(4)	16	1.1 ± 0.3	0.2355s	true
ScalObject-bkq.35.log	atomic-queue	Counting(4)+R	16	1.1 ± 0.3	0.1361s	true
ScalObject-bkq.35.log	atomic-queue	Counting(2)	16	1.1 ± 0.3	0.3014s	true
ScalObject-bkq.35.log	atomic-queue	Counting(2)+R	16	1.1 ± 0.3	0.1328s	true
ScalObject-bkq.35.log	atomic-queue	Counting(0)	20	1.1 ± 0.3	1.3024s	false
ScalObject-bkq.35.log	atomic-queue	Counting(0)+R	20	1.1 ± 0.3	0.2078s	false
ScalObject-bkq.35.log	atomic-queue	Symbolic	16	1.1 ± 0.3	0.1058s	true
ScalObject-bkq.35.log	atomic-queue	Symbolic+R	16	1.1 ± 0.3	0.0296s	true
ScalObject-bkq.35.log	atomic-queue	Saturate	16	1.1 ± 0.3	0.0042s	true
ScalObject-bkq.35.log	atomic-queue	Saturate+R	16	1.1 ± 0.3	0.0037s	true
ScalObject-bkq.36.log	atomic-queue	Enumerate+C	20	1.5 ± 0.5	0.3177s	false
ScalObject-bkq.36.log	atomic-queue	Counting(4)	20	1.5 ± 0.5	0.846s	false
ScalObject-bkq.36.log	atomic-queue	Counting(4)+R	20	1.5 ± 0.5	0.3994s	false
ScalObject-bkq.36.log	atomic-queue	Counting(2)	20	1.5 ± 0.5	1.1301s	false
ScalObject-bkq.36.log	atomic-queue	Counting(2)+R	20	1.5 ± 0.5	0.5564s	false
ScalObject-bkq.36.log	atomic-queue	Counting(0)	20	1.5 ± 0.5	0.9098s	false
ScalObject-bkq.36.log	atomic-queue	Counting(0)+R	20	1.5 ± 0.5	0.5369s	false
ScalObject-bkq.36.log	atomic-queue	Symbolic	20	1.5 ± 0.5	0.3056s	false
ScalObject-bkq.36.log	atomic-queue	Symbolic+R	20	1.5 ± 0.5	0.1915s	false
ScalObject-bkq.36.log	atomic-queue	Saturate	20	1.5 ± 0.5	0.007s	false
ScalObject-bkq.36.log	atomic-queue	Saturate+R	20	1.5 ± 0.5	0.0056s	false
ScalObject-bkq.37.log	atomic-queue	Enumerate+C	10	2.2 ± 1.4	0.0592s	false
ScalObject-bkq.37.log	atomic-queue	Counting(4)	10	2.2 ± 1.4	0.0739s	false
ScalObject-bkq.37.log	atomic-queue	Counting(4)+R	10	2.2 ± 1.4	0.0717s	false
ScalObject-bkq.37.log	atomic-queue	Counting(2)	10	2.2 ± 1.4	0.0728s	false
ScalObject-bkq.37.log	atomic-queue	Counting(2)+R	10	2.2 ± 1.4	0.0782s	false
ScalObject-bkq.37.log	atomic-queue	Counting(0)	10	2.2 ± 1.4	0.0823s	false
ScalObject-bkq.37.log	atomic-queue	Counting(0)+R	10	2.2 ± 1.4	0.0843s	false
ScalObject-bkq.37.log	atomic-queue	Symbolic	10	2.2 ± 1.4	0.0231s	false
ScalObject-bkq.37.log	atomic-queue	Symbolic+R	10	2.2 ± 1.4	0.021s	false
ScalObject-bkq.37.log	atomic-queue	Saturate	10	2.2 ± 1.4	0.0029s	false
ScalObject-bkq.37.log	atomic-queue	Saturate+R	10	2.2 ± 1.4	0.0032s	false
ScalObject-bkq.38.log	atomic-queue	Enumerate+C	16	1.1 ± 0.3	0.2244s	true
ScalObject-bkq.38.log	atomic-queue	Counting(4)	16	1.1 ± 0.3	0.264s	true
ScalObject-bkq.38.log	atomic-queue	Counting(4)+R	16	1.1 ± 0.3	0.1291s	true
ScalObject-bkq.38.log	atomic-queue	Counting(2)	16	1.1 ± 0.3	0.3004s	true
ScalObject-bkq.38.log	atomic-queue	Counting(2)+R	16	1.1 ± 0.3	0.1277s	true
ScalObject-bkq.38.log	atomic-queue	Counting(0)	20	1.1 ± 0.3	1.0026s	false
ScalObject-bkq.38.log	atomic-queue	Counting(0)+R	20	1.1 ± 0.3	0.1713s	false
ScalObject-bkq.38.log	atomic-queue	Symbolic	16	1.1 ± 0.3	0.1239s	true
ScalObject-bkq.38.log	atomic-queue	Symbolic+R	16	1.1 ± 0.3	0.0236s	true
ScalObject-bkq.38.log	atomic-queue	Saturate	16	1.1 ± 0.3	0.0037s	true
ScalObject-bkq.38.log	atomic-queue	Saturate+R	16	1.1 ± 0.3	0.0034s	true
ScalObject-bkq.39.log	atomic-queue	Enumerate+C	20	1.6 ± 0.7	0.8373s	false
ScalObject-bkq.39.log	atomic-queue	Counting(4)	20	1.6 ± 0.7	0.6828s	false
ScalObject-bkq.39.log	atomic-queue	Counting(4)+R	20	1.6 ± 0.7	0.3436s	false
ScalObject-bkq.39.log	atomic-queue	Counting(2)	20	1.6 ± 0.7	0.8898s	false
ScalObject-bkq.39.log	atomic-queue	Counting(2)+R	20	1.6 ± 0.7	0.3243s	false
ScalObject-bkq.39.log	atomic-queue	Counting(0)	20	1.6 ± 0.7	1.263s	false
ScalObject-bkq.39.log	atomic-queue	Counting(0)+R	20	1.6 ± 0.7	0.4738s	false
ScalObject-bkq.39.log	atomic-queue	Symbolic	20	1.6 ± 0.7	0.3983s	false
ScalObject-bkq.39.log	atomic-queue	Symbolic+R	20	1.6 ± 0.7	0.1647s	false
ScalObject-bkq.39.log	atomic-queue	Saturate	20	1.6 ± 0.7	0.0054s	false
ScalObject-bkq.39.log	atomic-queue	Saturate+R	20	1.6 ± 0.7	0.0052s	false
ScalObject-bkq.40.log	atomic-queue	Enumerate+C	10	1.6 ± 0.5	0.1386s	true
ScalObject-bkq.40.log	atomic-queue	Counting(4)	10	1.6 ± 0.5	0.1113s	true
ScalObject-bkq.40.log	atomic-queue	Counting(4)+R	10	1.6 ± 0.5	0.1085s	true
ScalObject-bkq.40.log	atomic-queue	Counting(2)	20	1.6 ± 0.7	0.7341s	true
ScalObject-bkq.40.log	atomic-queue	Counting(2)+R	20	1.6 ± 0.7	0.2895s	true
ScalObject-bkq.40.log	atomic-queue	Counting(0)	20	1.6 ± 0.7	0.9073s	false
ScalObject-bkq.40.log	atomic-queue	Counting(0)+R	20	1.6 ± 0.7	0.3399s	false
ScalObject-bkq.40.log	atomic-queue	Symbolic	10	1.6 ± 0.5	0.0409s	true
ScalObject-bkq.40.log	atomic-queue	Symbolic+R	10	1.6 ± 0.5	0.0419s	true
ScalObject-bkq.40.log	atomic-queue	Saturate	10	1.6 ± 0.5	0.0042s	true
ScalObject-bkq.40.log	atomic-queue	Saturate+R	10	1.6 ± 0.5	0.0046s	true
ScalObject-bkq.41.log	atomic-queue	Enumerate+C	20	1.9 ± 0.6	3.0208s	false
ScalObject-bkq.41.log	atomic-queue	Counting(4)	20	1.9 ± 0.6	0.6914s	false
ScalObject-bkq.41.log	atomic-queue	Counting(4)+R	20	1.9 ± 0.6	0.373s	false
ScalObject-bkq.41.log	atomic-queue	Counting(2)	20	1.9 ± 0.6	1.0184s	false
ScalObject-bkq.41.log	atomic-queue	Counting(2)+R	20	1.9 ± 0.6	0.4153s	false
ScalObject-bkq.41.log	atomic-queue	Counting(0)	20	1.9 ± 0.6	1.2642s	false
ScalObject-bkq.41.log	atomic-queue	Counting(0)+R	20	1.9 ± 0.6	0.5763s	false
ScalObject-bkq.41.log	atomic-queue	Symbolic	20	1.9 ± 0.6	0.4016s	false
ScalObject-bkq.41.log	atomic-queue	Symbolic+R	20	1.9 ± 0.6	0.2057s	false
ScalObject-bkq.41.log	atomic-queue	Saturate	20	1.9 ± 0.6	0.0056s	false
ScalObject-bkq.41.log	atomic-queue	Saturate+R	20	1.9 ± 0.6	0.0068s	false
ScalObject-bkq.42.log	atomic-queue	Enumerate+C	5	1.4 ± 0.5	0.066s	true
ScalObject-bkq.42.log	atomic-queue	Counting(4)	5	1.4 ± 0.5	0.0336s	true
ScalObject-bkq.42.log	atomic-queue	Counting(4)+R	5	1.4 ± 0.5	0.0332s	true
ScalObject-bkq.42.log	atomic-queue	Counting(2)	5	1.4 ± 0.5	0.0336s	true
ScalObject-bkq.42.log	atomic-queue	Counting(2)+R	5	1.4 ± 0.5	0.0366s	true
ScalObject-bkq.42.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	1.0722s	false
ScalObject-bkq.42.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.4138s	false
ScalObject-bkq.42.log	atomic-queue	Symbolic	5	1.4 ± 0.5	0.0083s	true
ScalObject-bkq.42.log	atomic-queue	Symbolic+R	5	1.4 ± 0.5	0.0086s	true
ScalObject-bkq.42.log	atomic-queue	Saturate	5	1.4 ± 0.5	0.0028s	true
ScalObject-bkq.42.log	atomic-queue	Saturate+R	5	1.4 ± 0.5	0.0027s	true
ScalObject-bkq.43.log	atomic-queue	Enumerate+C	11	1.4 ± 0.5	0.1864s	true
ScalObject-bkq.43.log	atomic-queue	Counting(4)	11	1.4 ± 0.5	0.0963s	true
ScalObject-bkq.43.log	atomic-queue	Counting(4)+R	11	1.4 ± 0.5	0.1012s	true
ScalObject-bkq.43.log	atomic-queue	Counting(2)	20	1.7 ± 0.8	0.7192s	true
ScalObject-bkq.43.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.8	0.3251s	true
ScalObject-bkq.43.log	atomic-queue	Counting(0)	20	1.7 ± 0.8	1.1338s	false
ScalObject-bkq.43.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.8	0.3694s	false
ScalObject-bkq.43.log	atomic-queue	Symbolic	11	1.4 ± 0.5	0.0387s	true
ScalObject-bkq.43.log	atomic-queue	Symbolic+R	11	1.4 ± 0.5	0.0338s	true
ScalObject-bkq.43.log	atomic-queue	Saturate	11	1.4 ± 0.5	0.004s	true
ScalObject-bkq.43.log	atomic-queue	Saturate+R	11	1.4 ± 0.5	0.0036s	true
ScalObject-bkq.44.log	atomic-queue	Enumerate+C	20	1.4 ± 0.5	0.3176s	false
ScalObject-bkq.44.log	atomic-queue	Counting(4)	20	1.4 ± 0.5	0.6721s	false
ScalObject-bkq.44.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.5	0.2959s	false
ScalObject-bkq.44.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	0.9747s	false
ScalObject-bkq.44.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.377s	false
ScalObject-bkq.44.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	1.1738s	false
ScalObject-bkq.44.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.3783s	false
ScalObject-bkq.44.log	atomic-queue	Symbolic	20	1.4 ± 0.5	0.3405s	false
ScalObject-bkq.44.log	atomic-queue	Symbolic+R	20	1.4 ± 0.5	0.1351s	false
ScalObject-bkq.44.log	atomic-queue	Saturate	20	1.4 ± 0.5	0.0064s	false
ScalObject-bkq.44.log	atomic-queue	Saturate+R	20	1.4 ± 0.5	0.0055s	false
ScalObject-bkq.45.log	atomic-queue	Enumerate+C	8	1.0 ± 0.0	0.0698s	true
ScalObject-bkq.45.log	atomic-queue	Counting(4)	8	1.0 ± 0.0	0.0727s	true
ScalObject-bkq.45.log	atomic-queue	Counting(4)+R	8	1.0 ± 0.0	0.0652s	true
ScalObject-bkq.45.log	atomic-queue	Counting(2)	8	1.0 ± 0.0	0.0729s	true
ScalObject-bkq.45.log	atomic-queue	Counting(2)+R	8	1.0 ± 0.0	0.0604s	true
ScalObject-bkq.45.log	atomic-queue	Counting(0)	20	1.1 ± 0.3	0.9744s	false
ScalObject-bkq.45.log	atomic-queue	Counting(0)+R	20	1.1 ± 0.3	0.1943s	false
ScalObject-bkq.45.log	atomic-queue	Symbolic	8	1.0 ± 0.0	0.0189s	true
ScalObject-bkq.45.log	atomic-queue	Symbolic+R	8	1.0 ± 0.0	0.0136s	true
ScalObject-bkq.45.log	atomic-queue	Saturate	8	1.0 ± 0.0	0.0029s	true
ScalObject-bkq.45.log	atomic-queue	Saturate+R	8	1.0 ± 0.0	0.0038s	true
ScalObject-bkq.46.log	atomic-queue	Enumerate+C	13	1.3 ± 0.5	0.1824s	true
ScalObject-bkq.46.log	atomic-queue	Counting(4)	13	1.3 ± 0.5	0.142s	true
ScalObject-bkq.46.log	atomic-queue	Counting(4)+R	13	1.3 ± 0.5	0.1147s	true
ScalObject-bkq.46.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	0.8432s	false
ScalObject-bkq.46.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.4387s	false
ScalObject-bkq.46.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	1.0507s	false
ScalObject-bkq.46.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.5339s	false
ScalObject-bkq.46.log	atomic-queue	Symbolic	13	1.3 ± 0.5	0.0503s	true
ScalObject-bkq.46.log	atomic-queue	Symbolic+R	13	1.3 ± 0.5	0.0344s	true
ScalObject-bkq.46.log	atomic-queue	Saturate	13	1.3 ± 0.5	0.0038s	true
ScalObject-bkq.46.log	atomic-queue	Saturate+R	13	1.3 ± 0.5	0.004s	true
ScalObject-bkq.47.log	atomic-queue	Enumerate+C	12	1.0 ± 0.0	0.118s	true
ScalObject-bkq.47.log	atomic-queue	Counting(4)	12	1.0 ± 0.0	0.1213s	true
ScalObject-bkq.47.log	atomic-queue	Counting(4)+R	12	1.0 ± 0.0	0.097s	true
ScalObject-bkq.47.log	atomic-queue	Counting(2)	20	1.1 ± 0.3	0.8456s	false
ScalObject-bkq.47.log	atomic-queue	Counting(2)+R	20	1.1 ± 0.3	0.1976s	false
ScalObject-bkq.47.log	atomic-queue	Counting(0)	20	1.1 ± 0.3	1.1162s	false
ScalObject-bkq.47.log	atomic-queue	Counting(0)+R	20	1.1 ± 0.3	0.2032s	false
ScalObject-bkq.47.log	atomic-queue	Symbolic	12	1.0 ± 0.0	0.042s	true
ScalObject-bkq.47.log	atomic-queue	Symbolic+R	12	1.0 ± 0.0	0.0206s	true
ScalObject-bkq.47.log	atomic-queue	Saturate	12	1.0 ± 0.0	0.0037s	true
ScalObject-bkq.47.log	atomic-queue	Saturate+R	12	1.0 ± 0.0	0.0044s	true
ScalObject-bkq.48.log	atomic-queue	Enumerate+C	20	1.6 ± 0.7	1.1406s	true
ScalObject-bkq.48.log	atomic-queue	Counting(4)	20	1.6 ± 0.7	0.6261s	true
ScalObject-bkq.48.log	atomic-queue	Counting(4)+R	20	1.6 ± 0.7	0.3932s	true
ScalObject-bkq.48.log	atomic-queue	Counting(2)	20	1.6 ± 0.7	0.6468s	true
ScalObject-bkq.48.log	atomic-queue	Counting(2)+R	20	1.6 ± 0.7	0.4219s	true
ScalObject-bkq.48.log	atomic-queue	Counting(0)	20	1.6 ± 0.7	1.1548s	false
ScalObject-bkq.48.log	atomic-queue	Counting(0)+R	20	1.6 ± 0.7	0.3886s	false
ScalObject-bkq.48.log	atomic-queue	Symbolic	20	1.6 ± 0.7	0.3709s	true
ScalObject-bkq.48.log	atomic-queue	Symbolic+R	20	1.6 ± 0.7	0.2094s	true
ScalObject-bkq.48.log	atomic-queue	Saturate	20	1.6 ± 0.7	0.0047s	true
ScalObject-bkq.48.log	atomic-queue	Saturate+R	20	1.6 ± 0.7	0.0049s	true
ScalObject-bkq.49.log	atomic-queue	Enumerate+C	20	2.1 ± 0.9	3.0695s	false
ScalObject-bkq.49.log	atomic-queue	Counting(4)	20	2.1 ± 0.9	0.8623s	false
ScalObject-bkq.49.log	atomic-queue	Counting(4)+R	20	2.1 ± 0.9	0.5415s	false
ScalObject-bkq.49.log	atomic-queue	Counting(2)	20	2.1 ± 0.9	1.011s	false
ScalObject-bkq.49.log	atomic-queue	Counting(2)+R	20	2.1 ± 0.9	0.5822s	false
ScalObject-bkq.49.log	atomic-queue	Counting(0)	20	2.1 ± 0.9	1.8648s	false
ScalObject-bkq.49.log	atomic-queue	Counting(0)+R	20	2.1 ± 0.9	0.7927s	false
ScalObject-bkq.49.log	atomic-queue	Symbolic	20	2.1 ± 0.9	0.5044s	false
ScalObject-bkq.49.log	atomic-queue	Symbolic+R	20	2.1 ± 0.9	0.29s	false
ScalObject-bkq.49.log	atomic-queue	Saturate	20	2.1 ± 0.9	0.0051s	false
ScalObject-bkq.49.log	atomic-queue	Saturate+R	20	2.1 ± 0.9	0.0048s	false
ScalObject-bkq.50.log	atomic-queue	Enumerate+C	18	1.2 ± 0.4	0.2957s	true
ScalObject-bkq.50.log	atomic-queue	Counting(4)	18	1.2 ± 0.4	0.3309s	true
ScalObject-bkq.50.log	atomic-queue	Counting(4)+R	18	1.2 ± 0.4	0.1673s	true
ScalObject-bkq.50.log	atomic-queue	Counting(2)	20	1.2 ± 0.4	0.7692s	false
ScalObject-bkq.50.log	atomic-queue	Counting(2)+R	20	1.2 ± 0.4	0.2555s	false
ScalObject-bkq.50.log	atomic-queue	Counting(0)	20	1.2 ± 0.4	1.0351s	false
ScalObject-bkq.50.log	atomic-queue	Counting(0)+R	20	1.2 ± 0.4	0.2698s	false
ScalObject-bkq.50.log	atomic-queue	Symbolic	18	1.2 ± 0.4	0.1501s	true
ScalObject-bkq.50.log	atomic-queue	Symbolic+R	18	1.2 ± 0.4	0.0538s	true
ScalObject-bkq.50.log	atomic-queue	Saturate	18	1.2 ± 0.4	0.0045s	true
ScalObject-bkq.50.log	atomic-queue	Saturate+R	18	1.2 ± 0.4	0.0048s	true
ScalObject-bkq.51.log	atomic-queue	Enumerate+C	10	1.7 ± 0.8	0.0809s	false
ScalObject-bkq.51.log	atomic-queue	Counting(4)	10	1.7 ± 0.8	0.1015s	false
ScalObject-bkq.51.log	atomic-queue	Counting(4)+R	10	1.7 ± 0.8	0.0988s	false
